,Adj Close,Close,High,Low,Open,Volume,ret_1d,ret_5d,red_20d,vol_5d,vol_20d,ma_10,ma_20,price_to_ma20,vol_chg,vol_z20,y_reg,y_class
20,78.39485168457031,103.41000366210938,104.26000213623048,103.0,103.3000030517578,10616300,-0.009198166923510498,0.022040059742679974,0.029159882218269928,0.011537363153666946,0.01580271197270661,76.0121452331543,75.33819770812988,0.04057243296796553,0.08288707324785549,-0.09736561828802355,0.007059405160106058,1
21,78.94827270507812,104.13999938964844,104.37999725341795,102.01000213623048,103.6500015258789,10168600,0.007059405160106058,0.01938172392300741,0.03211082104208218,0.011295095401678326,0.015840954846526725,76.64819030761718,75.46100883483886,0.04621279153412616,-0.042171001196273705,-0.29649495192479547,-0.0023048136879454395,0
22,78.76631164550781,103.9000015258789,104.08999633789062,102.7300033569336,103.61000061035156,10389000,-0.0023048136879454395,0.015938053712158062,0.034963401557929874,0.011603248473939658,0.015791106032459812,77.25163879394532,75.59405403137207,0.04196438006644332,0.021674566803689732,-0.2775143077076545,-0.03233893106760932,0
23,76.2190933227539,100.54000091552734,102.7699966430664,99.77999877929688,102.66000366210938,15522200,-0.03233893106760932,-0.03734213167349465,0.013303438573571746,0.015045522976548506,0.01732412186593126,77.53895568847656,75.64408721923829,0.007601467935611339,0.49409952834729043,1.2090928599071267,0.014521947482675213,1
24,77.32594299316406,102.0,103.51000213623048,100.22000122070312,100.30999755859376,14323800,0.014521947482675213,-0.02270768531762657,0.0391197026278427,0.0180093070776406,0.01736137249568853,77.9634910583496,75.78964157104492,0.020270598861178435,-0.07720555075955726,0.766467414256121,-0.00029402287024338225,0
25,77.30320739746094,101.97000122070312,102.23999786376952,100.97000122070312,101.30999755859376,10044500,-0.00029402287024338225,-0.01392494868797911,0.0450959801557016,0.017862309997900276,0.01726826960921871,78.02338333129883,75.95642356872558,0.017731006351513923,-0.2987545204484844,-0.5760290241744767,-0.0023536643162264115,0
26,77.12126159667969,101.7300033569336,102.91000366210938,101.37000274658205,102.0500030517578,9833100,-0.0023536643162264115,-0.02314187563321979,0.03552565760149751,0.01705829628123878,0.01726437392227571,77.99078826904297,76.08871307373047,0.013570324444161175,-0.02104634377022252,-0.7339232953235933,-0.0002951989219304174,0
27,77.09849548339844,101.6999969482422,102.0199966430664,99.9800033569336,100.45999908447266,12465800,-0.0002951989219304174,-0.021174232070373833,0.04823728743937239,0.017147975907621966,0.016945543496633853,77.94757537841797,76.26610717773437,0.01091426239606319,0.2677385565081205,0.07245388173046552,0.0011797589697601918,1
28,77.189453125,101.81999969482422,101.9800033569336,100.72000122070312,101.81999969482422,9035000,0.0011797589697601918,0.012731190571069195,0.029629156971954673,0.0068087190088746965,0.016479105358611388,77.74895248413085,76.37716941833496,0.010635163791105962,-0.27521699369474883,-1.0768306628351378,0.004910858309506327,1
29,77.56851959228516,102.31999969482422,103.0500030517578,101.6500015258789,102.37000274658205,10452800,0.004910858309506327,0.003137066160868507,0.05484562587183506,0.0027037032854578154,0.015750221211956794,77.59354095458984,76.57882423400879,0.012923877693029828,0.15692307692307694,-0.552555135871399,0.0017592104542305531,1
30,77.7049789428711,102.5,103.23999786376952,102.2300033569336,102.75,8904000,0.0017592104542305531,0.005197346383629453,0.05128230271348877,0.0026842156100842646,0.0157416875823388,77.52455368041993,76.7683494567871,0.012200724552651865,-0.148170825042094,-0.9879549326907575,0.01697554243532151,1
31,79.02406311035156,104.23999786376952,104.68000030517578,102.5,102.83000183105467,10744600,0.01697554243532151,0.02467285252182383,0.0886683327323039,0.00700916373545429,0.015269917796654228,77.53213272094726,77.09016151428223,0.02508623095453033,0.20671608265947894,-0.35099953525820343,0.006474225036450676,1
32,79.53568267822266,104.16000366210938,104.68000030517578,103.37999725341795,103.58000183105467,9343300,0.006474225036450676,0.0316113457148981,0.09354716080991854,0.006378771056761539,0.015266054626723473,77.60906982421875,77.43035430908203,0.027189961713680155,-0.13041900117268213,-0.76684534734699,0.005663938679129954,1
33,79.98616790771484,104.75,104.75,104.0500030517578,104.16000366210938,6947000,0.005663938679129954,0.03623182532704128,0.09053323121408141,0.005772358129199944,0.015241770895746982,77.98577728271485,77.7623664855957,0.028597399007025626,-0.2564725525242687,-1.4714714899001744,-0.006395682847309292,0
34,79.47460174560547,104.08000183105467,104.79000091552734,103.95999908447266,104.6500015258789,6629200,-0.006395682847309292,0.02457288295998228,0.08749262304674521,0.008460753781070064,0.015331576745937783,78.20064315795898,78.08206710815429,0.017834244007940203,-0.04574636533755583,-1.4567386229738184,0.008454534676599845,1
35,80.14652252197266,104.95999908447266,105.08000183105467,102.97000122070312,103.33999633789062,9076100,0.008454534676599845,0.03142068387788366,0.04487673496864475,0.008369633708120858,0.011119229602618255,78.48497467041015,78.25417900085449,0.02418201232546946,0.36910939479876914,-0.6529531940567075,0.013529221658520552,1
36,81.23084259033203,106.37999725341795,106.38999938964844,104.7699966430664,104.9499969482422,8092500,0.013529221658520552,0.02792541149015393,0.048854313314506514,0.007342865579226854,0.011286349759880276,78.89593276977538,78.44336051940918,0.03553496500488573,-0.10837253886581244,-0.9825417078307387,-0.0056401331856998915,0
37,80.77268981933594,105.77999877929688,106.91999816894533,105.41999816894533,106.81999969482422,9049400,-0.0056401331856998915,0.01555285752833524,0.04181657835481545,0.008811482636522802,0.011428365914397129,79.26335220336914,78.60546379089355,0.027570933672087294,0.11824528884769858,-0.5313209321048759,-0.0053885704386816835,0
38,80.33744049072266,105.20999908447266,106.1999969482422,105.04000091552734,105.27999877929688,10111100,-0.0053885704386816835,0.004391666611820888,0.014673172273472534,0.009382350150433197,0.010606362430487659,79.57815093994141,78.66355171203614,0.021279089772276327,0.11732269542732121,0.015820572552485708,0.01910457836185775,1
39,81.87225341796875,107.22000122070312,107.23999786376952,105.44000244140624,105.9000015258789,8298500,0.01910457836185775,0.030168778700370824,0.0347513519257312,0.011176263008587883,0.011358840164630712,80.00852432250977,78.8010326385498,0.038974372245935474,-0.1792683288662955,-0.7909479584584906,-0.00167856969796365,0
40,81.73482513427734,107.04000091552734,107.41000366210938,106.43000030517578,106.91000366210938,9767000,-0.00167856969796365,0.01981748630290525,0.04260449988662218,0.011535562944393413,0.011098099418073434,80.4115089416504,78.96803131103516,0.035036884892627906,0.17695969151051405,-0.08971759324788318,-0.0036436539142046254,0
41,81.43701171875,106.6500015258789,107.0,105.62999725341795,106.81999969482422,6927200,-0.0036436539142046254,0.0025380646296842,0.031523666426102714,0.01049297383112707,0.011106812673430038,80.65280380249024,79.09246826171875,0.029643068531798766,-0.2907545817548889,-1.2741565577737899,-0.0014062996528423355,0
